10,1,6.55651e-05
10,1,8.72612e-05
10,1,6.05583e-05
10,1,6.31809e-05
10,1,6.19888e-05
10,4,0.000110626
10,4,0.00114727
10,4,0.000148058
10,4,0.000104189
10,4,8.70228e-05
10,9,0.000414848
10,9,0.00159383
10,9,0.000185728
10,9,0.000522375
10,9,0.00101018
10,25,0.272821
10,25,0.255983
10,25,0.26586
10,25,0.275494
10,25,0.284513
10,36,0.418583
10,36,0.415985
10,36,0.355964
10,36,0.370827
10,36,0.364276
10,49,0.600835
10,49,0.693805
10,49,0.505698
10,49,0.536023
10,49,0.587026
100,1,0.000173092
100,1,0.000142097
100,1,0.000100851
100,1,0.000102282
100,1,9.65595e-05
100,4,0.000110149
100,4,0.000124693
100,4,0.000128508
100,4,0.000165939
100,4,0.000118971
100,9,0.00183535
100,9,0.000776529
100,9,0.000328541
100,9,0.000466108
100,9,0.000218153
100,25,0.342081
100,25,0.355569
100,25,0.382239
100,25,0.336753
100,25,0.345709
100,36,0.505322
100,36,0.526806
100,36,0.567346
100,36,0.486034
100,36,0.476333
100,49,0.876216
100,49,0.79143
100,49,0.856189
100,49,0.861701
100,49,0.765876
1000,1,0.00108528
1000,1,0.000905275
1000,1,0.000946283
1000,1,0.000908852
1000,1,0.000914574
1000,4,0.00138736
1000,4,0.00047493
1000,4,0.00188923
1000,4,0.000519514
1000,4,0.00145459
1000,9,0.000465393
1000,9,0.00302243
1000,9,0.00173569
1000,9,0.000936508
1000,9,0.000508547
1000,25,0.31627
1000,25,0.426039
1000,25,0.345629
1000,25,0.506214
1000,25,0.365997
1000,36,0.488273
1000,36,0.475861
1000,36,0.526293
1000,36,0.447471
1000,36,0.505781
1000,49,0.78584
1000,49,0.795711
1000,49,0.825824
1000,49,0.756026
1000,49,0.776206
10000,1,0.0489857
10000,1,0.0483246
10000,1,0.0476694
10000,1,0.047225
10000,1,0.0475559
10000,4,0.0135176
10000,4,0.0133932
10000,4,0.0133884
10000,4,0.0133674
10000,4,0.013896
10000,9,0.010962
10000,9,0.0106013
10000,9,0.0114188
10000,9,0.0107524
10000,9,0.0109329
10000,25,0.405991
10000,25,0.335687
10000,25,0.376628
10000,25,0.525121
10000,25,0.375841
10000,36,0.655979
10000,36,0.504792
10000,36,0.495872
10000,36,0.535883
10000,36,0.566427
10000,49,0.827087
10000,49,0.804875
10000,49,0.79688
10000,49,0.931307
10000,49,0.765646
100000,1,4.38049
100000,1,4.39386
100000,1,4.40237
100000,1,4.37729
100000,1,4.42739
100000,4,1.34712
100000,4,1.31501
100000,4,1.40798
100000,4,1.47597
100000,4,1.37894
100000,9,0.806845
100000,9,0.921792
100000,9,0.848494
100000,9,0.861793
100000,9,0.991899
100000,25,1.23394
100000,25,1.38692
100000,25,1.21598
100000,25,1.14616
100000,25,1.20544
100000,36,1.43733
100000,36,1.35577
100000,36,1.20621
100000,36,1.20617
100000,36,1.26585
100000,49,1.52609
100000,49,1.73439
100000,49,1.53591
100000,49,1.46563
100000,49,1.4658
1000000,1,434.051
1000000,1,434.176
1000000,1,438.071
1000000,1,440.256
1000000,1,437.26
1000000,4,126.552
1000000,4,127.022
1000000,4,125.142
1000000,4,123.821
1000000,4,125.317
1000000,9,68.937
1000000,9,73.1397
1000000,9,68.8448
1000000,9,68.3971
1000000,9,68.7277
1000000,25,61.6196
1000000,25,61.8844
1000000,25,60.9965
1000000,25,61.6871
1000000,25,60.9957
1000000,36,70.1282
1000000,36,62.4457
1000000,36,61.6062
1000000,36,61.8256
1000000,36,60.3859
1000000,49,70.6142
1000000,49,67.1764
1000000,49,66.9558
1000000,49,68.1976
1000000,49,67.4662
